date;state;country;confirmed
2021-11-05;no;Germany;
2021-11-05;no;Italy;
2021-11-06;no;France;7253614.0
2021-11-06;no;Germany;
2021-11-06;no;Italy;
2021-11-07;no;France;7262161.0
2021-11-07;no;Germany;
2021-11-07;no;Italy;
2021-11-08;no;France;7264358.0
2021-11-08;no;Germany;
2021-11-08;no;Italy;
2021-11-09;no;France;7276869.0
2021-11-09;no;Germany;
2021-11-09;no;Italy;
2021-11-10;no;France;7288752.0
2021-11-10;no;Germany;
2021-11-10;no;Italy;
2021-11-11;no;France;7301355.0
2021-11-11;no;Germany;
2021-11-11;no;Italy;
2021-11-12;no;France;7305215.0
2021-11-12;no;Germany;
2021-11-12;no;Italy;
2021-11-13;no;France;7319861.0
2021-11-13;no;Germany;
2021-11-13;no;Italy;
2021-11-14;no;France;7332357.0
2021-11-14;no;Germany;
2021-11-14;no;Italy;
2021-11-15;no;France;7335616.0
2021-11-15;no;Germany;
2021-11-15;no;Italy;
2021-11-16;no;France;7355394.0
2021-11-16;no;Germany;
2021-11-16;no;Italy;
2021-11-17;no;France;7375688.0
2021-11-17;no;Germany;
2021-11-17;no;Italy;
2021-11-18;no;France;7396054.0
2021-11-18;no;Germany;
2021-11-18;no;Italy;
2021-11-19;no;France;7417274.0
2021-11-19;no;Germany;
2021-11-19;no;Italy;
2021-11-20;no;France;7439952.0
2021-11-20;no;Germany;
2021-11-20;no;Italy;
2021-11-21;no;France;7459701.0
2021-11-21;no;Germany;
2021-11-21;no;Italy;
2021-11-22;no;France;7464992.0
2021-11-22;no;Germany;
2021-11-22;no;Italy;
2021-11-23;no;France;7495446.0
2021-11-23;no;Germany;
2021-11-23;no;Italy;
2021-11-24;no;France;7528037.0
2021-11-24;no;Germany;
2021-11-24;no;Italy;
2021-11-25;no;France;7561501.0
2021-11-25;no;Germany;
2021-11-25;no;Italy;
2021-11-26;no;France;7595937.0
2021-11-26;no;Germany;
2021-11-26;no;Italy;
2021-11-27;no;France;7632994.0
2021-11-27;no;Germany;
2021-11-27;no;Italy;
2021-11-28;no;France;7664575.0
2021-11-28;no;Germany;
2021-11-28;no;Italy;
2021-11-29;no;France;7673082.0
2021-11-29;no;Germany;
2021-11-29;no;Italy;
2021-11-30;no;France;7720283.0
2021-11-30;no;Germany;
2021-11-30;no;Italy;
2021-12-01;no;France;7769893.0
2021-12-01;no;Germany;
2021-12-01;no;Italy;
2021-12-02;no;France;7818309.0
2021-12-02;no;Germany;
2021-12-02;no;Italy;
2021-12-03;no;France;7868167.0
2021-12-03;no;Germany;
2021-12-03;no;Italy;
2021-12-04;no;France;7919631.0
2021-12-04;no;Germany;
2021-12-04;no;Italy;
2021-12-05;no;France;7961784.0
2021-12-05;no;Germany;
2021-12-05;no;Italy;
2021-12-06;no;France;7973362.0
2021-12-06;no;Germany;
2021-12-06;no;Italy;
2021-12-07;no;France;8032381.0
2021-12-07;no;Germany;
2021-12-07;no;Italy;
2021-12-08;no;France;8093721.0
2021-12-08;no;Germany;
2021-12-08;no;Italy;
2021-12-09;no;France;8150575.0
2021-12-09;no;Germany;
2021-12-09;no;Italy;
2021-12-10;no;France;8205715.0
2021-12-10;no;Germany;
2021-12-10;no;Italy;
2021-12-11;no;France;8259634.0
2021-12-11;no;Germany;
2021-12-11;no;Italy;
2021-12-12;no;France;8303482.0
2021-12-12;no;Germany;
2021-12-12;no;Italy;
2021-12-13;no;France;8315546.0
2021-12-13;no;Germany;
2021-12-13;no;Italy;
2021-12-14;no;France;8378951.0
2021-12-14;no;Germany;
2021-12-14;no;Italy;
2021-12-15;no;France;8444664.0
2021-12-15;no;Germany;
2021-12-15;no;Italy;
2021-12-16;no;France;8505530.0
2021-12-16;no;Germany;
2021-12-16;no;Italy;
2021-12-17;no;France;8563658.0
2021-12-17;no;Germany;
2021-12-17;no;Italy;
2021-12-18;no;France;8622194.0
2021-12-18;no;Germany;
2021-12-18;no;Italy;
2021-12-19;no;France;8670667.0
2021-12-19;no;Germany;
2021-12-19;no;Italy;
2021-12-20;no;France;8685742.0
2021-12-20;no;Germany;
2021-12-20;no;Italy;
2021-12-21;no;France;8758599.0
2021-12-21;no;Germany;
2021-12-21;no;Italy;
2021-12-22;no;France;8842871.0
2021-12-22;no;Germany;
2021-12-22;no;Italy;
2021-12-23;no;France;8934479.0
2021-12-23;no;Germany;
2021-12-23;no;Italy;
2021-12-24;no;France;9028603.0
2021-12-24;no;Germany;
2021-12-24;no;Italy;
2021-12-25;no;France;9133214.0
2021-12-25;no;Germany;
2021-12-25;no;Italy;
2021-12-26;no;France;9160911.0
2021-12-26;no;Germany;
2021-12-26;no;Italy;
2021-12-27;no;France;9191370.0
2021-12-27;no;Germany;
2021-12-27;no;Italy;
2021-12-28;no;France;9371178.0
2021-12-28;no;Germany;
2021-12-28;no;Italy;
2021-12-29;no;France;9579277.0
2021-12-29;no;Germany;
2021-12-29;no;Italy;
2021-12-30;no;France;9785821.0
2021-12-30;no;Germany;
2021-12-30;no;Italy;
2021-12-31;no;France;10018021.0
2021-12-31;no;Germany;
2021-12-31;no;Italy;
2022-01-01;no;France;10237147.0
2022-01-01;no;Germany;
2022-01-01;no;Italy;
2022-01-02;no;France;10295579.0
2022-01-02;no;Germany;
2022-01-02;no;Italy;
2022-01-03;no;France;10363040.0
2022-01-03;no;Germany;
2022-01-03;no;Italy;
2022-01-04;no;France;10634786.0
2022-01-04;no;Germany;
2022-01-04;no;Italy;
2022-01-05;no;France;10967038.0
2022-01-05;no;Germany;
2022-01-05;no;Italy;
2022-01-06;no;France;11229825.0
2022-01-06;no;Germany;
2022-01-06;no;Italy;
2022-01-07;no;France;11558039.0
2022-01-07;no;Germany;
2022-01-07;no;Italy;
2022-01-08;no;France;11861708.0
2022-01-08;no;Germany;
2022-01-08;no;Italy;
2022-01-09;no;France;12157805.0
2022-01-09;no;Germany;
2022-01-09;no;Italy;
2022-01-10;no;France;12251701.0
2022-01-10;no;Germany;
2022-01-10;no;Italy;
2022-01-11;no;France;12620080.0
2022-01-11;no;Germany;
2022-01-11;no;Italy;
2022-01-12;no;France;12981799.0
2022-01-12;no;Germany;
2022-01-12;no;Italy;
2022-01-13;no;France;13290020.0
2022-01-13;no;Germany;
2022-01-13;no;Italy;
2022-01-14;no;France;13619391.0
2022-01-14;no;Germany;
2022-01-14;no;Italy;
2022-01-15;no;France;13943971.0
2022-01-15;no;Germany;
2022-01-15;no;Italy;
2022-01-16;no;France;14222100.0
2022-01-16;no;Germany;
2022-01-16;no;Italy;
2022-01-17;no;France;14324269.0
2022-01-17;no;Germany;
2022-01-17;no;Italy;
2022-01-18;no;France;14789038.0
2022-01-18;no;Germany;
2022-01-18;no;Italy;
2022-01-19;no;France;15225205.0
2022-01-19;no;Germany;
2022-01-19;no;Italy;
2022-01-20;no;France;15652148.0
2022-01-20;no;Germany;
2022-01-20;no;Italy;
2022-01-21;no;France;16052999.0
2022-01-21;no;Germany;
2022-01-21;no;Italy;
2022-01-22;no;France;16442319.0
2022-01-22;no;Germany;
2022-01-22;no;Italy;
2022-01-23;no;France;16743933.0
2022-01-23;no;Germany;
2022-01-23;no;Italy;
2022-01-24;no;France;16852414.0
2022-01-24;no;Germany;
2022-01-24;no;Italy;
2022-01-25;no;France;17354921.0
2022-01-25;no;Germany;
2022-01-25;no;Italy;
2022-01-26;no;France;17782057.0
2022-01-26;no;Germany;
2022-01-26;no;Italy;
2022-01-27;no;France;18174674.0
2022-01-27;no;Germany;
2022-01-27;no;Italy;
2022-01-28;no;France;18528177.0
2022-01-28;no;Germany;
2022-01-28;no;Italy;
2022-01-29;no;France;18860575.0
2022-01-29;no;Germany;
2022-01-29;no;Italy;
2022-01-30;no;France;19110023.0
2022-01-30;no;Germany;
2022-01-30;no;Italy;
2022-01-31;no;France;19196399.0
2022-01-31;no;Germany;
2022-01-31;no;Italy;
2022-02-01;no;France;19609576.0
2022-02-01;no;Germany;
2022-02-01;no;Italy;
2022-02-02;no;France;19924939.0
2022-02-02;no;Germany;
2022-02-02;no;Italy;
2022-02-03;no;France;20199291.0
2022-02-03;no;Germany;
2022-02-03;no;Italy;
2022-02-04;no;France;20440340.0
2022-02-04;no;Germany;
2022-02-04;no;Italy;
2022-02-05;no;France;20654882.0
2022-02-05;no;Germany;
2022-02-05;no;Italy;
2022-02-06;no;France;20810321.0
2022-02-06;no;Germany;
2022-02-06;no;Italy;
2022-02-07;no;France;20856322.0
2022-02-07;no;Germany;
2022-02-07;no;Italy;
2022-02-08;no;France;21091589.0
2022-02-08;no;Germany;
2022-02-08;no;Italy;
2022-02-09;no;France;21091589.0
2022-02-09;no;Germany;
2022-02-09;no;Italy;
2022-02-10;no;France;21424815.0
2022-02-10;no;Germany;
2022-02-10;no;Italy;
2022-02-11;no;France;21556191.0
2022-02-11;no;Germany;
2022-02-11;no;Italy;
2022-02-12;no;France;21674802.0
2022-02-12;no;Germany;
2022-02-12;no;Italy;
2022-02-13;no;France;21761364.0
2022-02-13;no;Germany;
2022-02-13;no;Italy;
2022-02-14;no;France;21787839.0
2022-02-14;no;Germany;
2022-02-14;no;Italy;
2022-02-15;no;France;21787839.0
2022-02-15;no;Germany;
2022-02-15;no;Italy;
2022-02-16;no;France;22028827.0
2022-02-16;no;Germany;
2022-02-16;no;Italy;
2022-02-17;no;France;22121273.0
2022-02-17;no;Germany;
2022-02-17;no;Italy;
2022-02-18;no;France;22203912.0
2022-02-18;no;Germany;
2022-02-18;no;Italy;
2022-02-19;no;France;22280464.0
2022-02-19;no;Germany;
2022-02-19;no;Italy;
2022-02-20;no;France;22339467.0
2022-02-20;no;Germany;
2022-02-20;no;Italy;
2022-02-21;no;France;22356662.0
2022-02-21;no;Germany;
2022-02-21;no;Italy;
2022-02-22;no;France;22454044.0
2022-02-22;no;Germany;
2022-02-22;no;Italy;
2022-02-23;no;France;22520877.0
2022-02-23;no;Germany;
2022-02-23;no;Italy;
2022-02-24;no;France;22587682.0
2022-02-24;no;Germany;
2022-02-24;no;Italy;
2022-02-25;no;France;22645820.0
2022-02-25;no;Germany;
2022-02-25;no;Italy;
2022-02-26;no;France;22699443.0
2022-02-26;no;Germany;
2022-02-26;no;Italy;
2022-02-27;no;France;22742043.0
2022-02-27;no;Germany;
2022-02-27;no;Italy;
2022-02-28;no;France;22755526.0
2022-02-28;no;Germany;
2022-02-28;no;Italy;
2022-03-01;no;France;22835320.0
2022-03-01;no;Germany;
2022-03-01;no;Italy;
2022-03-02;no;France;22893017.0
2022-03-02;no;Germany;
2022-03-02;no;Italy;
2022-03-03;no;France;22953299.0
2022-03-03;no;Germany;
2022-03-03;no;Italy;
2022-03-04;no;France;23011088.0
2022-03-04;no;Germany;
2022-03-04;no;Italy;
2022-03-05;no;France;23064766.0
2022-03-05;no;Germany;
2022-03-05;no;Italy;
2022-03-06;no;France;23110094.0
2022-03-06;no;Germany;
2022-03-06;no;Italy;
2022-03-07;no;France;23124590.0
2022-03-07;no;Germany;
2022-03-07;no;Italy;
2022-03-08;no;France;23217640.0
2022-03-08;no;Germany;
2022-03-08;no;Italy;
2022-03-09;no;France;23286830.0
2022-03-09;no;Germany;
2022-03-09;no;Italy;
2022-03-10;no;France;23361648.0
2022-03-10;no;Germany;
2022-03-10;no;Italy;
2022-03-11;no;France;23434047.0
2022-03-11;no;Germany;
2022-03-11;no;Italy;
2022-03-12;no;France;23504571.0
2022-03-12;no;Germany;
2022-03-12;no;Italy;
2022-03-13;no;France;23563607.0
2022-03-13;no;Germany;
2022-03-13;no;Italy;
2022-03-14;no;France;23585765.0
2022-03-14;no;Germany;
2022-03-14;no;Italy;
2022-03-15;no;France;23702383.0
2022-03-15;no;Germany;
2022-03-15;no;Italy;
2022-03-16;no;France;23811215.0
2022-03-16;no;Germany;
2022-03-16;no;Italy;
2022-03-17;no;France;23912962.0
2022-03-17;no;Germany;
2022-03-17;no;Italy;
2022-03-18;no;France;24010541.0
2022-03-18;no;Germany;
2022-03-18;no;Italy;
2022-03-19;no;France;24108645.0
2022-03-19;no;Germany;
2022-03-19;no;Italy;
2022-03-20;no;France;24189928.0
2022-03-20;no;Germany;
2022-03-20;no;Italy;
2022-03-21;no;France;24214159.0
2022-03-21;no;Germany;
2022-03-21;no;Italy;
2022-03-22;no;France;24394936.0
2022-03-22;no;Germany;
2022-03-22;no;Italy;
2022-03-23;no;France;24548990.0
2022-03-23;no;Germany;
2022-03-23;no;Italy;
2022-03-24;no;France;24689131.0
2022-03-24;no;Germany;
2022-03-24;no;Italy;
2022-03-25;no;France;24832702.0
2022-03-25;no;Germany;
2022-03-25;no;Italy;
2022-03-26;no;France;24972219.0
2022-03-26;no;Germany;
2022-03-26;no;Italy;
2022-03-27;no;France;25082393.0
2022-03-27;no;Germany;
2022-03-27;no;Italy;
2022-03-28;no;France;25111975.0
2022-03-28;no;Germany;
2022-03-28;no;Italy;
2022-03-29;no;France;25329455.0
2022-03-29;no;Germany;
2022-03-29;no;Italy;
2022-03-30;no;France;25498479.0
2022-03-30;no;Germany;
2022-03-30;no;Italy;
2022-03-31;no;France;25668176.0
2022-03-31;no;Germany;
2022-03-31;no;Italy;
2022-04-01;no;France;25816805.0
2022-04-01;no;Germany;
2022-04-01;no;Italy;
2022-04-02;no;France;25948919.0
2022-04-02;no;Germany;
2022-04-02;no;Italy;
2022-04-03;no;France;26051185.0
2022-04-03;no;Germany;
2022-04-03;no;Italy;
2022-04-04;no;France;26083223.0
2022-04-04;no;Germany;
2022-04-04;no;Italy;
2022-04-05;no;France;26292850.0
2022-04-05;no;Germany;
2022-04-05;no;Italy;
2022-04-06;no;France;26443804.0
2022-04-06;no;Germany;
2022-04-06;no;Italy;
2022-04-07;no;France;26602828.0
2022-04-07;no;Germany;
2022-04-07;no;Italy;
2022-04-08;no;France;26751596.0
2022-04-08;no;Germany;
2022-04-08;no;Italy;
2022-04-09;no;France;26893286.0
2022-04-09;no;Germany;
2022-04-09;no;Italy;
2022-04-10;no;France;27000940.0
2022-04-10;no;Germany;
2022-04-10;no;Italy;
2022-04-11;no;France;27026432.0
2022-04-11;no;Germany;
2022-04-11;no;Italy;
2022-04-12;no;France;27217194.0
2022-04-12;no;Germany;
2022-04-12;no;Italy;
2022-04-13;no;France;27363620.0
2022-04-13;no;Germany;
2022-04-13;no;Italy;
2022-04-14;no;France;27501184.0
2022-04-14;no;Germany;
2022-04-14;no;Italy;
2022-04-15;no;France;27626578.0
2022-04-15;no;Germany;
2022-04-15;no;Italy;
2022-04-16;no;France;27738161.0
2022-04-16;no;Germany;
2022-04-16;no;Italy;
2022-04-17;no;France;27824811.0
2022-04-17;no;Germany;
2022-04-17;no;Italy;
2022-04-18;no;France;27844621.0
2022-04-18;no;Germany;
2022-04-18;no;Italy;
2022-04-19;no;France;27870086.0
2022-04-19;no;Germany;
2022-04-19;no;Italy;
2022-04-20;no;France;28025797.0
2022-04-20;no;Germany;
2022-04-20;no;Italy;
2022-04-21;no;France;28129804.0
2022-04-21;no;Germany;
2022-04-21;no;Italy;
2022-04-22;no;France;28218193.0
2022-04-22;no;Germany;
2022-04-22;no;Italy;
2022-04-23;no;France;28298764.0
2022-04-23;no;Germany;
2022-04-23;no;Italy;
2022-04-24;no;France;28357718.0
2022-04-24;no;Germany;
2022-04-24;no;Italy;
2022-04-25;no;France;28371750.0
2022-04-25;no;Germany;
2022-04-25;no;Italy;
2022-04-26;no;France;28469248.0
2022-04-26;no;Germany;
2022-04-26;no;Italy;
2022-04-27;no;France;28536959.0
2022-04-27;no;Germany;
2022-04-27;no;Italy;
2022-04-28;no;France;28596966.0
2022-04-28;no;Germany;
2022-04-28;no;Italy;
2022-04-29;no;France;28649885.0
2022-04-29;no;Germany;
2022-04-29;no;Italy;
2022-04-30;no;France;28699367.0
2022-04-30;no;Germany;
2022-04-30;no;Italy;
2022-05-01;no;France;28736093.0
2022-05-01;no;Germany;
2022-05-01;no;Italy;
2022-05-02;no;France;28744830.0
2022-05-02;no;Germany;
2022-05-02;no;Italy;
2022-05-03;no;France;28811847.0
2022-05-03;no;Germany;
2022-05-03;no;Italy;
2022-05-04;no;France;28859772.0
2022-05-04;no;Germany;
2022-05-04;no;Italy;
2022-05-05;no;France;28904103.0
2022-05-05;no;Germany;
2022-05-05;no;Italy;
2022-05-06;no;France;28944327.0
2022-05-06;no;Germany;
2022-05-06;no;Italy;
2022-05-07;no;France;28982285.0
2022-05-07;no;Germany;
2022-05-07;no;Italy;
2022-05-08;no;France;29011609.0
2022-05-08;no;Germany;
2022-05-08;no;Italy;
2022-05-09;no;France;29018963.0
2022-05-09;no;Germany;
2022-05-09;no;Italy;
2022-05-10;no;France;29075412.0
2022-05-10;no;Germany;
2022-05-10;no;Italy;
2022-05-11;no;France;29115711.0
2022-05-11;no;Germany;
2022-05-11;no;Italy;
2022-05-12;no;France;29151859.0
2022-05-12;no;Germany;
2022-05-12;no;Italy;
2022-05-13;no;France;29184632.0
2022-05-13;no;Germany;
2022-05-13;no;Italy;
2022-05-14;no;France;29215091.0
2022-05-14;no;Germany;
2022-05-14;no;Italy;
2022-05-15;no;France;29237935.0
2022-05-15;no;Germany;
2022-05-15;no;Italy;
2022-05-16;no;France;29243871.0
2022-05-16;no;Germany;
2022-05-16;no;Italy;
2022-05-17;no;France;29287598.0
2022-05-17;no;Germany;
2022-05-17;no;Italy;
2022-05-18;no;France;29351614.0
2022-05-18;no;Germany;
2022-05-18;no;Italy;
2022-05-19;no;France;29379456.0
2022-05-19;no;Germany;
2022-05-19;no;Italy;
2022-05-20;no;France;29403788.0
2022-05-20;no;Germany;
2022-05-20;no;Italy;
2022-05-21;no;France;29426295.0
2022-05-21;no;Germany;
2022-05-21;no;Italy;
2022-05-22;no;France;29443260.0
2022-05-22;no;Germany;
2022-05-22;no;Italy;
2022-05-23;no;France;29413607.0
2022-05-23;no;Germany;
2022-05-23;no;Italy;
2022-05-24;no;France;29445636.0
2022-05-24;no;Germany;
2022-05-24;no;Italy;
2022-05-25;no;France;29467642.0
2022-05-25;no;Germany;
2022-05-25;no;Italy;
2022-05-26;no;France;29488876.0
2022-05-26;no;Germany;
2022-05-26;no;Italy;
2022-05-27;no;France;29493687.0
2022-05-27;no;Germany;
2022-05-27;no;Italy;
2022-05-28;no;France;29517269.0
2022-05-28;no;Germany;
2022-05-28;no;Italy;
2022-05-29;no;France;29533709.0
2022-05-29;no;Germany;
2022-05-29;no;Italy;
2022-05-30;no;France;29538382.0
2022-05-30;no;Germany;
2022-05-30;no;Italy;
2022-05-31;no;France;29573524.0
2022-05-31;no;Germany;
2022-05-31;no;Italy;
2022-06-01;no;France;29599688.0
2022-06-01;no;Germany;
2022-06-01;no;Italy;
2022-06-02;no;France;29625053.0
2022-06-02;no;Germany;
2022-06-02;no;Italy;
2022-06-03;no;France;29650183.0
2022-06-03;no;Germany;
2022-06-03;no;Italy;
2022-06-04;no;France;29675355.0
2022-06-04;no;Germany;
2022-06-04;no;Italy;
2022-06-05;no;France;29695897.0
2022-06-05;no;Germany;
2022-06-05;no;Italy;
2022-06-06;no;France;29702081.0
2022-06-06;no;Germany;
2022-06-06;no;Italy;
2022-06-07;no;France;29713746.0
2022-06-07;no;Germany;
2022-06-07;no;Italy;
2022-06-08;no;France;29767548.0
2022-06-08;no;Germany;
2022-06-08;no;Italy;
2022-06-09;no;France;29807699.0
2022-06-09;no;Germany;
2022-06-09;no;Italy;
2022-06-10;no;France;29807793.0
2022-06-10;no;Germany;
2022-06-10;no;Italy;
2022-06-11;no;France;29807699.0
2022-06-11;no;Germany;
2022-06-11;no;Italy;
2022-06-12;no;France;29807699.0
2022-06-12;no;Germany;
2022-06-12;no;Italy;
2022-06-13;no;France;29807699.0
2022-06-13;no;Germany;
2022-06-13;no;Italy;
2022-06-14;no;France;29984235.0
2022-06-14;no;Germany;
2022-06-14;no;Italy;
2022-06-15;no;France;30036189.0
2022-06-15;no;Germany;
2022-06-15;no;Italy;
2022-06-16;no;France;30089270.0
2022-06-16;no;Germany;
2022-06-16;no;Italy;
2022-06-17;no;France;30139875.0
2022-06-17;no;Germany;
2022-06-17;no;Italy;
2022-06-18;no;France;30139875.0
2022-06-18;no;Germany;
2022-06-18;no;Italy;
2022-06-19;no;France;30139875.0
2022-06-19;no;Germany;
2022-06-19;no;Italy;
2022-06-20;no;France;30241832.0
2022-06-20;no;Germany;
2022-06-20;no;Italy;
2022-06-21;no;France;30337149.0
2022-06-21;no;Germany;
2022-06-21;no;Italy;
2022-06-22;no;France;30415116.0
2022-06-22;no;Germany;
2022-06-22;no;Italy;
2022-06-23;no;France;30494968.0
2022-06-23;no;Germany;
2022-06-23;no;Italy;
2022-06-24;no;France;30574230.0
2022-06-24;no;Germany;
2022-06-24;no;Italy;
2022-06-25;no;France;30574230.0
2022-06-25;no;Germany;
2022-06-25;no;Italy;
2022-06-26;no;France;30574230.0
2022-06-26;no;Germany;
2022-06-26;no;Italy;
2022-06-27;no;France;30739058.0
2022-06-27;no;Germany;
2022-06-27;no;Italy;
2022-06-28;no;France;30886409.0
2022-06-28;no;Germany;
2022-06-28;no;Italy;
2022-06-29;no;France;31011133.0
2022-06-29;no;Germany;
2022-06-29;no;Italy;
2022-06-30;no;France;31144479.0
2022-06-30;no;Germany;
2022-06-30;no;Italy;
2022-07-01;no;France;31269545.0
2022-07-01;no;Germany;
2022-07-01;no;Italy;
2022-07-02;no;France;31269545.0
2022-07-02;no;Germany;
2022-07-02;no;Italy;
2022-07-03;no;France;31269545.0
2022-07-03;no;Germany;
2022-07-03;no;Italy;
2022-07-04;no;France;31512793.0
2022-07-04;no;Germany;
2022-07-04;no;Italy;
2022-07-05;no;France;31719499.0
2022-07-05;no;Germany;
2022-07-05;no;Italy;
2022-07-06;no;France;31874114.0
2022-07-06;no;Germany;
2022-07-06;no;Italy;
2022-07-07;no;France;32035379.0
2022-07-07;no;Germany;
2022-07-07;no;Italy;
2022-07-08;no;France;32176376.0
2022-07-08;no;Germany;
2022-07-08;no;Italy;
2022-07-09;no;France;32176376.0
2022-07-09;no;Germany;
2022-07-09;no;Italy;
2022-07-10;no;France;32176376.0
2022-07-10;no;Germany;
2022-07-10;no;Italy;
2022-07-11;no;France;32427713.0
2022-07-11;no;Germany;
2022-07-11;no;Italy;
2022-07-12;no;France;32609987.0
2022-07-12;no;Germany;
2022-07-12;no;Italy;
2022-07-13;no;France;32737629.0
2022-07-13;no;Germany;
2022-07-13;no;Italy;
2022-07-14;no;France;32737629.0
2022-07-14;no;Germany;
2022-07-14;no;Italy;
2022-07-15;no;France;32737629.0
2022-07-15;no;Germany;
2022-07-15;no;Italy;
2022-07-16;no;France;32737629.0
2022-07-16;no;Germany;
2022-07-16;no;Italy;
2022-07-17;no;France;32737629.0
2022-07-17;no;Germany;
2022-07-17;no;Italy;
2022-07-18;no;France;33095351.0
2022-07-18;no;Germany;
2022-07-18;no;Italy;
2022-07-19;no;France;33229834.0
2022-07-19;no;Germany;
2022-07-19;no;Italy;
2022-07-20;no;France;33319816.0
2022-07-20;no;Germany;
2022-07-20;no;Italy;
2022-07-21;no;France;33400685.0
2022-07-21;no;Germany;
2022-07-21;no;Italy;
2022-07-22;no;France;33475033.0
2022-07-22;no;Germany;
2022-07-22;no;Italy;
2022-07-23;no;France;33475033.0
2022-07-23;no;Germany;
2022-07-23;no;Italy;
2020-01-27;no;France;
2020-01-27;no;Germany;1.0
2020-01-27;no;Italy;
2020-01-28;no;France;
2020-01-28;no;Germany;4.0
2020-01-28;no;Italy;
2020-01-29;no;France;
2020-01-29;no;Germany;4.0
2020-01-29;no;Italy;
2020-01-30;no;France;
2020-01-30;no;Germany;4.0
2020-01-30;no;Italy;
2020-01-31;no;France;
2020-01-31;no;Germany;5.0
2020-01-31;no;Italy;
2020-02-01;no;France;
2020-02-01;no;Germany;8.0
2020-02-01;no;Italy;
2020-02-02;no;France;
2020-02-02;no;Germany;10.0
2020-02-02;no;Italy;
2020-02-03;no;France;
2020-02-03;no;Germany;12.0
2020-02-03;no;Italy;
2020-02-04;no;France;
2020-02-04;no;Germany;12.0
2020-02-04;no;Italy;
2020-02-05;no;France;
2020-02-05;no;Germany;12.0
2020-02-05;no;Italy;
2020-02-06;no;France;
2020-02-06;no;Germany;12.0
2020-02-06;no;Italy;
2020-02-07;no;France;
2020-02-07;no;Germany;13.0
2020-02-07;no;Italy;
2020-02-08;no;France;
2020-02-08;no;Germany;13.0
2020-02-08;no;Italy;
2020-02-09;no;France;
2020-02-09;no;Germany;14.0
2020-02-09;no;Italy;
2020-02-10;no;France;
2020-02-10;no;Germany;14.0
2020-02-10;no;Italy;
2020-02-11;no;France;
2020-02-11;no;Germany;16.0
2020-02-11;no;Italy;
2020-02-12;no;France;
2020-02-12;no;Germany;16.0
2020-02-12;no;Italy;
2020-02-13;no;France;
2020-02-13;no;Germany;16.0
2020-02-13;no;Italy;
2020-02-14;no;France;
2020-02-14;no;Germany;16.0
2020-02-14;no;Italy;
2020-02-15;no;France;
2020-02-15;no;Germany;16.0
2020-02-15;no;Italy;
2020-02-16;no;France;
2020-02-16;no;Germany;16.0
2020-02-16;no;Italy;
2020-02-17;no;France;
2020-02-17;no;Germany;16.0
2020-02-17;no;Italy;
2020-02-18;no;France;
2020-02-18;no;Germany;16.0
2020-02-18;no;Italy;
2020-02-19;no;France;
2020-02-19;no;Germany;16.0
2020-02-19;no;Italy;
2020-02-20;no;France;
2020-02-20;no;Germany;16.0
2020-02-20;no;Italy;
2020-02-21;no;France;
2020-02-21;no;Germany;16.0
2020-02-21;no;Italy;
2020-02-22;no;France;
2020-02-22;no;Germany;16.0
2020-02-22;no;Italy;
2020-02-23;no;France;
2020-02-23;no;Germany;16.0
2020-02-23;no;Italy;
2020-02-24;no;France;
2020-02-24;no;Germany;16.0
2020-02-24;no;Italy;
2020-02-25;no;France;
2020-02-25;no;Germany;16.0
2020-02-25;no;Italy;
2020-02-26;no;France;
2020-02-26;no;Germany;21.0
2020-02-26;no;Italy;
2020-02-27;no;France;
2020-02-27;no;Germany;26.0
2020-02-27;no;Italy;
2020-02-28;no;France;
2020-02-28;no;Germany;53.0
2020-02-28;no;Italy;
2020-02-29;no;France;
2020-02-29;no;Germany;66.0
2020-02-29;no;Italy;
2020-03-01;no;France;
2020-03-01;no;Germany;117.0
2020-03-01;no;Italy;
2020-03-02;no;France;
2020-03-02;no;Germany;150.0
2020-03-02;no;Italy;
2020-03-03;no;France;
2020-03-03;no;Germany;188.0
2020-03-03;no;Italy;
2020-03-04;no;France;
2020-03-04;no;Germany;240.0
2020-03-04;no;Italy;
2020-03-05;no;France;
2020-03-05;no;Germany;349.0
2020-03-05;no;Italy;
2020-03-06;no;France;
2020-03-06;no;Germany;534.0
2020-03-06;no;Italy;
2020-03-07;no;France;
2020-03-07;no;Germany;684.0
2020-03-07;no;Italy;
2020-03-08;no;France;
2020-03-08;no;Germany;847.0
2020-03-08;no;Italy;
2020-03-09;no;France;
2020-03-09;no;Germany;1112.0
2020-03-09;no;Italy;
2020-03-10;no;France;
2020-03-10;no;Germany;1296.0
2020-03-10;no;Italy;
2020-03-11;no;France;
2020-03-11;no;Germany;1567.0
2020-03-11;no;Italy;
2020-03-12;no;France;
2020-03-12;no;Germany;2369.0
2020-03-12;no;Italy;
2020-03-13;no;France;
2020-03-13;no;Germany;3062.0
2020-03-13;no;Italy;
2020-03-14;no;France;
2020-03-14;no;Germany;3795.0
2020-03-14;no;Italy;
2020-03-15;no;France;
2020-03-15;no;Germany;4838.0
2020-03-15;no;Italy;
2020-03-16;no;France;
2020-03-16;no;Germany;6012.0
2020-03-16;no;Italy;
2020-03-17;no;France;
2020-03-17;no;Germany;7156.0
2020-03-17;no;Italy;
2020-03-18;no;France;
2020-03-18;no;Germany;8198.0
2020-03-18;no;Italy;
2020-03-19;no;France;
